persona,nombre,apellido,genero,direccion,dni,telefono1-2,departamento,ubigeo
1340,"CRYSTAL	",          ZENG,MUJER,CA. FRANCISCO GRA¥A 155 URB.STA.CATALINA,23659110,164751312-164751312,LIMA,15101
1341,"WALTER	",          SERRANO,HOMBRE,CA. PASAJE LOS LAURELES MZ J LT 1,23659111,20207742741-20207742741,LIMA,15101
1342,"ADRIANA	",          GONZALEZ,MUJER,CA. SARGENTO LORES 215 MAYNAS,23659112,179183604-179183604,LIMA,15101
1343,"NICHOLE	",          NARA,MUJER,CA. ESQ.SAN JUAN DE DIOS 201 MORAN,23659113,20397475701-20397475701,LIMA,15101
1344,"KEVIN	",          COLEMAN,HOMBRE,CA. PROLONGACION PIURA 342,23659114,327397228-327397228,LIMA,15101
1345,"KRISTI	",          ALVAREZ,MUJER,CA. E.CAMACHO # 972,23659115,1505209328-1505209328,LIMA,15101
1346,"ALEJANDRO	",          ZHOU,HOMBRE,"CA. ucv nro.8 Lte.23 Zona ""A""",23659116,166435175-166435175,LIMA,15101
1347,"XAVIER	",          BAILEY,HOMBRE,CA. GRIMALDO DEL SOLAR 111,23659117,20449418200-20449418200,LIMA,15101
1348,"LOGAN	",          PARKER,HOMBRE,CA. ARNALDO MARQUEZ 1626-1632,23659118,701304-701304,SAN MARTIN,FALSO
1349,"BRAD	",          SHE,HOMBRE,CA. ROCCA DE VERGALLO 201,23659119,53745313-53745313,LIMA,15101
1350,"MARGARET	",          HE,MUJER,CA. DOS DE MAYO 990,23659120,77479479-77479479,LIMA,15101
1351,"OMAR	",          RAJE,HOMBRE,CA. DOS DE MAYO 987,23659121,20452447178-20452447178,AYACUCHO,FALSO
1352,"STACY	",          MUNOZ,MUJER,CA. DIEGO FERRE 260,23659122,20131372001-20131372001,LIMA,15101
1353,"STANLEY	",          WEBER,HOMBRE,CA. ALFREDO MENDIOLA 3698 R - 04,23659123,87251342-87251342,LIMA,15101
1354,"JAKE	",          ZHAO,HOMBRE,CA. ASOC.RAMON COPAJA MZ.N LT.1,23659124,20497896020-20497896020,AREQUIPA,FALSO
1355,"JAIME	",          CHANDE,HOMBRE,CA. ESPIGON NRO.4 COSTA VERDE,23659125,9578451-9578451,LIMA,15101
1356,"JILL	",          SUAREZ,MUJER,CA. JOSE GALVEZ 427 PARQUE SALAZAR S/N,23659126,20406283047-20406283047,AREQUIPA,FALSO
1357,"ANN	",          RODRIGUEZ,MUJER,CA. JOCKEY PLAZA 4200,23659127,214630881-214630881,LIMA,15101
1358,"ALEJANDRO	",          LUO,HOMBRE,CA. PROSPERO 149-151,23659128,20360239536-20360239536,LIMA,15101
1359,"CARL	",          SHE,HOMBRE,CA. HUSARES DE JUNIN 295,23659129,200711535-200711535,LIMA,15101
1360,"KRISTINA	",          SCHMIDT,MUJER,CA. MZ J3 LTE-13 SECTOR A PACHACUTEC,23659130,20129570254-20129570254,LIMA,15101
1361,"SHANNON	",          YE,MUJER,CA. HEMILIO VALDIZAN 204,23659131,20446977696-20446977696,LIMA,15101
1362,"CHERYL	",          ALVAREZ,MUJER,CA. PASEO DE LA REPUBLICA 1012,23659132,20121267862-20121267862,LIMA,15101
1363,"ROSA	",          HU,MUJER,CA. PROCERES DE LA INDEPENDENCIA 1953-A,23659133,20498262733-20498262733,LIMA,15101
1364,"KARI	",          MEHTA,MUJER,CA. FLORA TRISTAN 2935,23659134,239880580-239880580,LIMA,15101
1365,"LAWRENCE	",          ALONSO,HOMBRE,CA. Fanning 1204-Iquitos,23659135,2009189791-2009189791,LIMA,15101
1366,"DALE	",          LAL,HOMBRE,CA. Jimenez Pimentel 141 Tarapoto,23659136,77820052-77820052,LIMA,15101
1367,"GLORIA	",          MARTIN,MUJER,CA. REPUBLICA DE PANAMA 225,23659137,20445097020-20445097020,LIMA,15101
1368,"GLENN	",          ZHOU,HOMBRE,CA. Esquina Jr. Lima-Apurimac 1007,23659138,20339506-20339506,LIMA,15101
1369,"EDWIN	",          LIANG,HOMBRE,CA. k3 Panamericana Norte,23659139,82376360-82376360,LIMA,15101
1370,"EUGENE	",          ZHAO,HOMBRE,CA. Zona Industrial 1-2 Sub lote 1 y 5b MZ z,23659140,20503208980-20503208980,LIMA,15101
1371,"BONNIE	",          SHAN,MUJER,CA. LOS CEDROS 220 SAN ISIDRO,23659141,20202126678-20202126678,LIMA,15101
1372,"PRESTON	",          RAMAN,HOMBRE,CA. LA MARINA 3112,23659142,329249552-329249552,LIMA,15101
1373,"MEAGAN	",          CHANDRA,MUJER,CA. LOS CALDEROS 286 - URB. VULCANO,23659143,67601438-67601438,LIMA,15101
1374,"ANDRES	",          NARA,HOMBRE,CA. LAS Asturias 469,23659144,157505969-157505969,LIMA,15101
1375,"TERRANCE	",          RODRIGUEZ,HOMBRE,CA. parcela ii manz. l lote 31-Pque. Industr,23659145,20503792053-20503792053,LIMA,15101
1376,"ROY	",          JIMENEZ,HOMBRE,CA. Puesto 17 Pabellon R-II -Las Malvinas,23659146,20468734673-20468734673,LIMA,15101
1377,"FRANCISCO	",          ASHE,HOMBRE,CA. lampa 1058 Tda 101,23659147,87091649-87091649,LIMA,15101
1378,"WYATT	",          PRICE,HOMBRE,CA. LOS EUCALIPTOS 296 DPTO 1902,23659148,53383136-53383136,LIMA,15101
1379,"DUSTIN	",          GOLDSTEIN,HOMBRE,CA. BERNARDO ALCEDO 224,23659149,20493160118-20493160118,LIMA,15101
1380,"MONICA	",          VANCE,MUJER,CA. PARCELA II MANZ. L LOTE 31 SOLIDARIDAD,23659150,X32143-X32143,LIMA,15101
1381,"CLAYTON	",          JAI,HOMBRE,CA. ASOC. VIRGEN DEL CARMEN MZ-B LOT-14. ATE.,23659151,2001112421-2001112421,LIMA,15101
1382,"STACY	",          DIAZ,MUJER,CA. C.C. CAMINOS DEL INCA TDA. 20,23659152,2000921244-2000921244,LIMA,15101
1383,"KATIE	",          KUMAR,MUJER,CA. PROLONGACIàN ARICA 1860,23659153,1546735025-1546735025,LIMA,15101
1384,"MORGAN	",          YOUNG,MUJER,CA. LOS CALDEROS 286,23659154,26537768-26537768,LIMA,15101
1385,"GLORIA	",          RUIZ,MUJER,CA. PEDRO RUIZ 731 754,23659155,20386063878-20386063878,LIMA,15101
1386,"DOMINIQUE	",          PEREZ,MUJER,CA. PASAJE SANTA CATALINA NRO. 106. AREQUIPA-AREQUIPA-AREQUIPA.,23659156,20379459782-20379459782,LIMA,15101
1387,"ALISON	",          RAJE,MUJER,CA. PASAJE OLAYA 115,23659157,20362358451-20362358451,LIMA,15101
1388,"WESLEY	",          GAO,HOMBRE,CA. ALCANFORES 393,23659158,20493187318-20493187318,LIMA,15101
1389,"SUMMER	",          MADAN,MUJER,CA. LOS EUCALIPTOS 555,23659159,20408836736-20408836736,LIMA,15101
1390,"JIMMY	",          VAZQUEZ,HOMBRE,CA. LOS NEGOCIOS 448,23659160,15393072943-15393072943,LIMA,15101
1391,"LACEY	",          YUAN,MUJER,CA. a,23659161,20504633200-20504633200,LIMA,15101
1392,"LOGAN	",          HERNANDEZ,HOMBRE,CA. MZ J3 LT 25 CALLE CENTINELA VILLA MANGOMARCA ALTA,23659162,20202020202-20202020202,LIMA,15101
1393,"CARA	",          ZHANG,MUJER,CA. al,23659163,X-X,LIMA,15101
1394,"RAMON	",          ZHANG,HOMBRE,CA. MALECON DE LA RESERVA 610 TDA 102,23659164,88888888-88888888,LIMA,15101
1395,"JOE	",          RAMOS,HOMBRE,CA. PEDRO DE OSMA 409,23659165,2000041953-2000041953,LIMA,15101
1396,"LANCE	",          ORTEGA,HOMBRE,CA. OSCAR R. BENAVIDES 2531,23659166,29702984-29702984,AREQUIPA,FALSO
1397,"MONIQUE	",          ORTEGA,MUJER,CA. TARAPA 831,23659167,20379459782-20379459782,LIMA,15101
1398,"JULIA	",          WOOD,MUJER,CA. LAS BEGONIAS 475 3ER PISO,23659168,200818096-200818096,LIMA,15101
1399,"SUSAN	",          LU,MUJER,CA. Cll Federico Recavarren 125-131 Of 204 M,23659169,2000227461-2000227461,LIMA,15101
1400,"LACEY	",          RAJE,MUJER,CA. ESQ. MAYOR NOVOA Y ZARUMILLA 199 BARRIO SAN JOSE TUMBES,23659170,20277327393-20277327393,PIURA,200101
1401,"VERONICA	",          RAMAN,MUJER,CA. Lora y Cordero Nø 864,23659171,28890007-28890007,PIURA,200101
1402,"MARIO	",          GOEL,HOMBRE,CA. Sta. Violeta 285 !era. Entrada S.M.P.,23659172,2002890508-2002890508,PIURA,200101
1403,"DANA	",          DIAZ,MUJER,CA. Francisco Masias 505,23659173,400279018-400279018,AREQUIPA,FALSO
1404,"THOMAS	",          HARRISON,HOMBRE,CA. Gral. C¢rdova 975,23659174,2007840266-2007840266,LIMA,15101
1405,"KAYLA	",          THOMPSON,MUJER,CA. Mz. 1 Lt. a Urb. Palmas Reales - Los Oli,23659175,20507151168-20507151168,LIMA,15101
1406,"ERIN	",          ROGERS,MUJER,CA. MAITA CAPAC 160 TRUJILLO,23659176,20302515809-20302515809,LIMA,15101
1407,"ALEX	",          EVANS,HOMBRE,CA. PASAJE REPUBLICA ARABE UNIDA 130,23659177,X-X,LIMA,15101
1408,"STEPHANIE	",          COX,MUJER,CA. Choquechaca 384,23659178,20206879832-20206879832,LIMA,15101
1409,"TRINITY	",          TOWNSEND,MUJER,CA. San Jos‚ Nø 316,23659179,20132628298-20132628298,TUMBES,FALSO
1410,"RODNEY	",          RUBIO,HOMBRE,CA. Manuel Mu¤oz Najar 410 Of. 3,23659180,20132714704-20132714704,TUMBES,FALSO
1411,"TERRENCE	",          LAL,HOMBRE,CA. Paseo de la Republica 749,23659181,20114169006-20114169006,LIMA,15101
1412,"PRESTON	",          PEREZ,HOMBRE,CA. CHALET 62-D UV-3,23659182,20530652794-20530652794,LIMA,15101
1413,"STEFANIE	",          SUBRAM,MUJER,CA. MARISCAL AGUSTIN GAMARRA 291,23659183,328000917-328000917,LIMA,15101
1414,"DARREN	",          PRASAD,HOMBRE,CA. Mz. A Lote 1 Urb. La Roncadora - Ate,23659184,20133605291-20133605291,LA LIBERTAD,FALSO
1415,"ISAAC	",          GRAY,HOMBRE,CA. Mz. 1 Lt. 34 Urb. Virgen del Rosario,23659185,2007916343-2007916343,LIMA,15101
1416,"MARIE	",          KAPOOR,MUJER,CA. Terminal Terrestre Agencia Nø 9 y 11,23659186,20159554229-20159554229,LIMA,15101
1417,"JARROD	",          RAMAN,HOMBRE,CA. FRANCISCO DE CUELLAR 136 DPTO 302,23659187,23884190-23884190,LIMA,15101
1418,"HOLLY	",          PEREZ,MUJER,CA. Je. 28 de Julio Nø 664 Esq. con Jr. Ilo,23659188,20409045651-20409045651,LIMA,15101
1419,"CHRISTOPHER	",          MILLER,HOMBRE,CA. Jir¢n Montevideo Nø 762,23659189,20187020961-20187020961,LIMA,15101
1420,"BRIANNA	",          SANCHEZ,MUJER,CA. Porcel Nø 105,23659190,20527144940-20527144940,LIMA,15101
1421,"BRIDGET	",          CHANDE,MUJER,CA. Plaza de Armas Nø 564 - Chincha Alta,23659191,52841572-52841572,LIMA,15101
1422,"OMAR	",          YUAN,HOMBRE,CA. SHELL 329,23659192,2002815638-2002815638,PIURA,200101
1423,"JOHNNY	",          LAL,HOMBRE,CA. COMANDANTE ARISTIDES ALJOBIN 431,23659193,20207508714-20207508714,LIMA,15101
1424,"TAMARA	",          CHEN,MUJER,CA. Manco C pac 320 Of-02 Lima-Miraflores,23659194,198415613-198415613,LIMA,15101
1425,"ALBERT	",          GOMEZ,HOMBRE,CA. ASOCIACION CRISTINA VILDOSO PUESTO 2,23659195,87375698-87375698,LIMA,15101
1426,"JACQUELYN	",          GUTIERREZ,MUJER,CA. Plaza Castilla 109 Plaza Uni¢n - Lima,23659196,221919853-221919853,LIMA,15101
1427,"TARA	",          RAJI,MUJER,CA. INTISUYO 337,23659197,20476633932-20476633932,LIMA,15101
1428,"KATHERINE	",          PERRY,MUJER,CA. FRANCISCO DE CUELLAR 136,23659198,15396489543-15396489543,LIMA,15101
1429,"MEREDITH	",          VAZQUEZ,MUJER,CA. PROLOG. AV. SANCHEZ CERRO MZ. A LT 6-8,23659199,20479526975-20479526975,LIMA,15101
1430,"CASEY	",          KUMAR,MUJER,CA. PANAMERICANA NORTE KM 26.2 PARCELA 46-A.,23659200,20132272418-20132272418,LIMA,15101
1431,"ALBERT	",          JIMÉNEZ,HOMBRE,CA. Nva. Tom s Marsano Nø 510 - Surquillo,23659201,20132670146-20132670146,PIURA,200101
1432,"DENISE	",          MARTINEZ,MUJER,CA. CHIMBOTE 212 SAN MARTIN DE SOCABAYA,23659202,20506614156-20506614156,LIMA,15101
1433,"OLIVIA	",          KELLY,MUJER,CA. Loreto 397 - Piura,23659203,932691-932691,LIMA,15101
1434,"NICHOLE	",          NATH,MUJER,CALLE LIMA 230,23659204,3606221-3606221,LIMA,15101
1435,"BRENDA	",          SAI,MUJER,Av. Petit Thouars 4700 Miraflores - Lima,23659205,20505726252-20505726252,LIMA,15101
1436,"ERIKA	",          SERRANO,MUJER,Jr. Oco¤a 180 2do. piso - Lima,23659206,82315590-82315590,LIMA,15101
1437,"KYLE	",          CARTER,HOMBRE,Calle Fco. Bolognesi Mz C Lt 9 AH 27/03,23659207,1151595-1151595,LIMA,15101
1438,"SUSAN	",          YANG,MUJER,JR. MANUEL CISNEROS 398. LA VICTORIA. LIMA.,23659208,61834236-61834236,LIMA,15101
1439,"SHAUN	",          CHAPMAN,HOMBRE,AV. ARGENTINA NRO. 4848 (1 CDRA. ANTES DE FAUCETT),23659209,2000686814-2000686814,CALLAO,70101
1440,"ASHLEY	",          CLARK,MUJER,Av. Mrcal. Jos‚ Luis Orbegoso Nø 390,23659210,20502206941-20502206941,LIMA,15101
1441,"HENRY	",          CHAPMAN,HOMBRE,Jr. Castrvirrreyna 1207 Bre¤a,23659211,20505202483-20505202483,LIMA,15101
1442,"ANDY	",          MARTIN,HOMBRE,Av. Universitaria Cdra 18 s/n San Miguel,23659212,20155945860-20155945860,LIMA,15101
1443,"KIMBERLY	",          RIVERA,MUJER,CALLAO,23659213,X-X,LIMA,15101
1444,"ALBERT	",          MORENO,HOMBRE,Calle Morona Nø 414,23659214,53935279-53935279,LIMA,15101
1445,"HENRY	",          YOUNG,HOMBRE,Jr. San Agust¡n 762 (Alt cuadra 50 Rep.,23659215,20505678771-20505678771,LIMA,15101
1446,"KRYSTAL	",          LIANG,MUJER,JR. Sta. Violeta 285 !era. Entrada S.M.P.,23659216,86636471-86636471,LIMA,15101
1447,"COLE	",          SANCHEZ,HOMBRE,JR. Francisco Masias 505,23659217,20451208863-20451208863,ICA,FALSO
1448,"ROSS	",          GUTIERREZ,HOMBRE,JR. Gral. C¢rdova 975,23659218,20132644650-20132644650,LIMA,15101
1449,"SHAWN	",          RAJI,HOMBRE,JR. Mz. 1 Lt. a Urb. Palmas Reales - Los Oli,23659219,2050048014-2050048014,LIMA,15101
1450,"JON	",          LU,HOMBRE,JR. MAITA CAPAC 160 TRUJILLO,23659220,20507326731-20507326731,LIMA,15101
1451,"SAVANNAH	",          HILL,MUJER,JR. PASAJE REPUBLICA ARABE UNIDA 130,23659221,20506891150-20506891150,LIMA,15101
1452,"MARIAH	",          RICHARDSON,MUJER,JR. Choquechaca 384,23659222,84339089-84339089,HUANUCO,FALSO
1453,"KEVIN	",          ALEXANDER,HOMBRE,JR. San Jos‚ Nø 316,23659223,20460965501-20460965501,LIMA,15101
1454,"MACKENZIE	",          WRIGHT,MUJER,JR. Manuel Mu¤oz Najar 410 Of. 3,23659224,7790251-7790251,LIMA,15101
1455,"JAMES	",          GONZALES,HOMBRE,JR. Paseo de la Republica 749,23659225,96296121-96296121,LIMA,15101
1456,"ETHAN	",          LAL,HOMBRE,JR. CHALET 62-D UV-3,23659226,79567065-79567065,LIMA,15101
1457,"BRIANNA	",          RICHARDSON,MUJER,JR. MAITA CAPAC 160 TRUJILLO,23659227,X-X,TRUJILLO,FALSO
1458,"VERONICA	",          MARTINEZ,MUJER,JR. PASAJE REPUBLICA ARABE UNIDA 130,23659228,4092352-4092352,LIMA,15101
1459,"ALEXIS	",          BRYANT,MUJER,JR. Choquechaca 384,23659229,79668538-79668538,LIMA,15101
1460,"ROBERT	",          HERNANDEZ,HOMBRE,JR. San Jos‚ Nø 316,23659230,20452043090-20452043090,LIMA,15101
1461,"DESTINY	",          BELL,MUJER,JR. Manuel Mu¤oz Najar 410 Of. 3,23659231,2000238234-2000238234,LIMA,15101
1462,"SPENCER	",          HAYES,HOMBRE,JR. Paseo de la Republica 749,23659232,238195191-238195191,LIMA,15101
1463,"CAMERON	",          HUGHES,HOMBRE,JR. CHALET 62-D UV-3,23659233,239014840-239014840,CUZCO,FALSO
1464,"HAILEY	",          EVANS,MUJER,Jr. Ayacucho 529 2do. piso,23659234,46263987-46263987,LIMA,15101
1465,"SARAH	",          THOMPSON,MUJER,Calle Moquegua Nø 644 A - Moquegua,23659235,20519662061-20519662061,MOQUEGUA,FALSO
1466,"REBECCA	",          MITCHELL,MUJER,Calle Bol¡var 667 - Tacna,23659236,4906395-4906395,TACNA,FALSO
1467,"BRANDON	",          WHITE,HOMBRE,JR. San Jos‚ N 316,23659237,296808038-296808038,LIMA,15101
1468,"CODY	",          COX,HOMBRE,JR. Manuel Mu¤oz Najar 410 Of. 3,23659238,20413836663-20413836663,LIMA,15101
1469,"KIMBERLY	",          STEWART,MUJER,JR. Paseo de la Republica 749,23659239,20498521429-20498521429,LIMA,15101
1470,"SEAN	",          MORRIS,HOMBRE,JR. CHALET 62-D UV-3,23659240,20293185060-20293185060,LIMA,15101
1471,"MELVIN	",          BLACK,HOMBRE,JR. CHALET 62-D UV-3,23659241,X-X,LIMA,15101
1472,"KAITLYN	",          THOMPSON,MUJER,Av. Benavides 3939 Chama,23659242,20504576567-20504576567,LIMA,15101
1473,"WYATT	",          THOMAS,HOMBRE,AV. VICTOR EMILIO ESTRADA 701 Y FICUS,23659243,X0-X0,LIMA,15101
1474,"NATHAN	",          CLARK,HOMBRE,CA. BELISARIO FLORES 755 -OFC.201 LINCE,23659244,X-X,LIMA,15101
1475,"ANTONIO	",          PRICE,HOMBRE,CA. CALLE CESAR LOPEZ 201 URB.MARANGA,23659245,X-X,LIMA,15101
1476,"THOMAS	",          KUMAR,HOMBRE,CA. HORACIO URTEAGA 1084,23659246,X-X,LIMA,15101
1477,"CHRISTY	",          ZHOU,MUJER,CA. PASO DE LOS ANDES  830,23659247,2002261551-2002261551,LIMA,15101
1478,"ALBERT	",          DIAZ,HOMBRE,CA. VICTOR MAURTUA 140 OF.203,23659248,198085770-198085770,LIMA,15101
1479,"JEREMY	",          YOUNG,HOMBRE,CA. LOS ANGELES 325,23659249,X-X,LIMA,15101
1480,"BAILEY	",          ROGERS,MUJER,CA. LOS TITANES 128 LA CAMPI¥A,23659250,215738371-215738371,ICA,FALSO
1481,"MEGAN	",          BENNETT,MUJER,CALLE LAS TIENDAS 290,23659251,20337531874-20337531874,ICA,FALSO
1482,"FRANCISCO	",          CHANDRA,HOMBRE,CA. CA. BELISARIO FLORES 765,23659252,2004443576-2004443576,ICA,FALSO
1483,"TREVOR	",          SIMMONS,HOMBRE,CA. CA. A-23-URB. 12 DE OCTUBRE- CERRO COLORADO,23659253,408560158-408560158,LIMA,15101
1484,"ALLISON	",          RICHARDSON,MUJER,CA. CA. SANTO DOMINGO 102,23659254,94654179-94654179,LIMA,15101
1485,"GARRETT	",          JAMES,HOMBRE,CA. CA. LAS BEGONIAS 656 OF.29 B PISO 3,23659255,20114111342-20114111342,ANCASH,FALSO
1486,"MACKENZIE	",          PHILLIPS,MUJER,CA. CA. PASAJE URABAIN 180,23659256,15441586041-15441586041,LIMA,15101
1487,"CAMERON	",          TAYLOR,HOMBRE,CA. CA. PROLONGACION LA MAR 779. LA VICTORIA.,23659257,27845207-27845207,LIMA,15101
1488,"JASMINE	",          HALL,MUJER,CA. CA. SUPERIOR 160 RINCONADA DEL LAGO,23659258,X0-X0,LIMA,15101
1489,"CARSON	",          HAYES,HOMBRE,CA. CA. PEZET Y MONELL 2452,23659259,327764581-327764581,LIMA,15101
1490,"HAILEY	",          COX,MUJER,CA. CA. LIMA,23659260,323955617-323955617,LIMA,15101
1491,"DYLAN	",          BROWN,HOMBRE,CA. CA. LIMA,23659261,758683-758683,LIMA,15101
1492,"CODY	",          COOK,HOMBRE,CA. CA. LIMA,23659262,311663343-311663343,APURIMAC,FALSO
1493,"ANNA	",          SIMMONS,MUJER,CA. CA. Santiago Tavara 1446 Chacra Rios,23659263,20112827171-20112827171,LIMA,15101
1494,"SEAN	",          SANCHEZ,HOMBRE,CA. CA. ALMIRANTE GUISSE 1723,23659264,20526925638-20526925638,MADRE DE DIOS,FALSO
1495,"MADISON	",          BENNETT,MUJER,CA. CA. LOS CEDROS 598 DPTO 301,23659265,200090605-200090605,LIMA,15101
1496,"SAMUEL	",          GRIFFIN,HOMBRE,CA. CA. ISLAS VIRGENES 170,23659266,20503257336-20503257336,LIMA,15101
1497,"BENJAMIN	",          LEWIS,HOMBRE,CA. CA. JOCKEY PLAZA,23659267,20220594808-20220594808,LIMA,15101
1498,"THOMAS	",          CHEN,HOMBRE,CA. CA. PROL.STA.ANA Mza.N Lte.4-578 LOS SAUCES,23659268,87380233-87380233,LIMA,15101
1499,"MISTY	",          RAI,MUJER,CA. CA. C/ NU¥EZ DE BALBOA 530,23659269,294000793-294000793,LIMA,15101
1500,"VERONICA	",          SANCHEZ,MUJER,CA. CA. PORTAL DE PANES 163,23659270,20400956759-20400956759,LIMA,15101
1501,"STEFANIE	",          RODRIGUEZ,MUJER,CA. CA. SAN JUAN DE DIOS 108-A,23659271,20447477409-20447477409,LIMA,15101
1502,"DOMINIQUE	",          MALHOTRA,MUJER,CA. CA. ESQ.ELMER FAUCETT Y TOMAS VALLE S/N,23659272,46253987-46253987,LIMA,15101
1503,"RUTH	",          SURI,MUJER,CA. CA. ASOC.SE¥OR DE LOS MILAGROS PJ.33,23659273,2000242428-2000242428,LIMA,15101
1504,"LEVI	",          SURI,HOMBRE,CA. CA. PASAJE BRENNER 165 DPTO 10. JESUS MARIA.,23659274,292279421-292279421,LIMA,15101
1505,"TODD	",          HUANG,HOMBRE,CA. CA. ELIAS AGUIRRE 502,23659275,20469575986-20469575986,LIMA,15101
1506,"JARED	",          COOK,HOMBRE,CA. CA. ALFREDO LAPOINT 1058,23659276,214464271-214464271,LIMA,15101
1507,"CASSANDRA	",          PATEL,MUJER,CA. CA. CIUDAD SATELITE STA.ROSA MZ W LT 25,23659277,72648639-72648639,ICA,FALSO
1508,"WILLIE	",          HE,HOMBRE,CA. CA. JOSE GALVEZ BARRENECHEA  211,23659278,20505778206-20505778206,LIMA,15101
1509,"JENNIFER	",          JONES,MUJER,CA. CA. MAUNUEL MARIA IZAGA 774,23659279,20118032021-20118032021,LIMA,15101
1510,"WAYNE	",          NATH,HOMBRE,CA. CA. JORGE CHAVEZ CDRA 7 S/N PTO.341,23659280,20338915471-20338915471,LIMA,15101
1511,"SHANE	",          SRINI,HOMBRE,CA. CA. REPUBLICA DE PANAMA 250 URB.TORRES ARAUJ,23659281,1234567890-1234567890,LIMA,15101
1512,"BARBARA	",          HE,MUJER,CA. CA. JAVIER HERAUD 175 DPTO 301,23659282,20440468064-20440468064,LA LIBERTAD TRUJILLO,FALSO
1513,"LACEY	",          ZENG,MUJER,CA. CA. PJE. REQUENA 170 BRE¥A,23659283,20336582572-20336582572,LIMA,15101
1514,"JEFFERY	",          ZHANG,HOMBRE,CA. CA. EMILIO CAVENECIA,23659284,257743409-257743409,LIMA,15101
1515,"SERGIO	",          SAI,HOMBRE,CA. CA. LOS ROSALES 280 SANTA VICTORIA,23659285,2000549744-2000549744,LIMA,15101
1516,"TAMMY	",          CHANDRA,MUJER,CA. CA. AMAZONAS 223,23659286,20484095397-20484095397,TUMBES,FALSO
1517,"LOGAN	",          CARTER,HOMBRE,CA. CA. SAN JUAN DE DIOS 108-A,23659287,4273937-4273937,LIMA,15101
1518,"RODNEY	",          JIMENEZ,HOMBRE,CA. CA. SAN JUAN DE DIOS 200-A,23659288,20505562713-20505562713,LIMA,15101
1519,"ROBIN	",          GILL,MUJER,CA. CA. FRANCISCO MASIAS 575 ESQ.CON DEAN VALDIV,23659289,20405011698-20405011698,LIMA,15101
1520,"RUBEN	",          MEHTA,HOMBRE,CA. CA. MANUEL RUIZ 707,23659290,20447358574-20447358574,HUANUCO,FALSO
1521,"PRISCILLA	",          TANG,MUJER,CA. CA. PSJE.SAN AGUSTIN 110-2,23659291,20447023394-20447023394,LIMA,15101
1522,"MEREDITH	",          ALVAREZ,MUJER,CA. CA. M.M.IZAGA 710,23659292,635974-635974,LIMA,15101
1523,"VICTOR	",          DIAZ,HOMBRE,CA. CA. paseo de la republica 1020,23659293,198081944-198081944,LIMA,15101
1524,"JEROME	",          BROWNING,HOMBRE,CA. CA. ELMER FAUCETT 354 OF 201 MARANGA,23659294,X-X,LIMA,15101
1525,"AMANDA	",          PEREZ,MUJER,CA. CA. ASOC. CRISTINA VILDOSO PSTO 37. TACNA.,23659295,X-X,LIMA,15101
1526,"LORI	",          SUAREZ,MUJER,CA. CA. GRAU 514,23659296,20527244227-20527244227,LIMA,15101
1527,"VERONICA	",          SUBRAM,MUJER,CA. CA. PROSPERO 581-583,23659297,20502412621-20502412621,LIMA,15101
1528,"KRISTEN	",          YE,MUJER,CA. CA. VIA CENTRAL 150 CENTRO EMPRESARIAL,23659298,20077244-20077244,LIMA,15101
1529,"WILLIE	",          ZHU,HOMBRE,CA. CA. MZ.G LTE.10 COOP.FAMILIAS UNIDAS,23659299,20507661441-20507661441,LIMA,15101
1530,"JAY	",          GARCIA,HOMBRE,CA. CA. HUERTOS DE MANCHAY MZ.C-13 LOTE 5,23659300,20502556381-20502556381,LIMA,15101
1531,"WAYNE	",          RAI,HOMBRE,CA. CA. PROLONGACION PIURA 342,23659301,20421813231-20421813231,LIMA,15101
1532,"TRISHA	",          HE,MUJER,CA. CA. E.CAMACHO # 972,23659302,92750821-92750821,LIMA,15101
1533,"ALVIN	",          HUANG,HOMBRE,CA. CA. DOS DE MAYO 990,23659303,20348858182-20348858182,LIMA,15101
1534,"BRITTANY	",          PRICE,MUJER,CA. CA. Esquina Jr. Lima-Apurimac 1007,23659304,X-X,LIMA,15101
1535,"DWAYNE	",          VAZQUEZ,HOMBRE,CA. CA. Zona Industrial 1-2 Sub lote 1 y 5b MZ z,23659305,2002920776-2002920776,PIURA,200101
1536,"ABBY	",          SANDBERG,MUJER,CA. CA. LOS CEDROS 220 SAN ISIDRO,23659306,20503396026-20503396026,LIMA,15101
1537,"LUCAS	",          MILLER,HOMBRE,CA. CA. LA MARINA 3112,23659307,20527226679-20527226679,CUZCO,FALSO
1538,"MELANIE	",          COX,MUJER,CA. CA. LOS CALDEROS 286 - URB. VULCANO,23659308,8882012-8882012,LIMA,15101
1539,"ASHLEE	",          KUMAR,MUJER,CA. CA. LAS Asturias 469,23659309,296303726-296303726,LIMA,15101
1540,"EDUARDO	",          DIAZ,HOMBRE,CA. CA. parcela ii manz. l lote 31-Pque. Industr,23659310,20305774422-20305774422,LIMA,15101
1541,"HEATHER	",          WANG,MUJER,CA. CA. lampa 1058 Tda 101,23659311,204409070-204409070,LIMA,15101
